,index,StudioProjectName,StudioTestName,ParticipantName,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),RecordingTimestamp,StudioEventData,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),Unnamed: 14,participant_identifier
785,491,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8188,,663.0,550.0,832.0,546.0,215.94,143.97,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
786,492,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8204,,663.0,550.0,836.0,551.0,215.94,143.88,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
787,493,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8221,,663.0,550.0,825.0,549.0,215.93,143.99,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
788,494,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8238,,663.0,550.0,833.0,548.0,215.91,144.01,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
789,495,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8254,,,,833.0,535.0,215.86,143.95,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
790,496,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8271,,,,841.0,551.0,215.83,143.92,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
791,497,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8288,,,,826.0,550.0,215.79,143.92,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
792,498,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8304,,,,776.0,558.0,215.41,143.87,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
793,499,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8321,,,,686.0,565.0,215.09,143.89,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
794,500,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8338,,518.0,564.0,687.0,560.0,215.05,143.69,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
795,501,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8354,,518.0,564.0,685.0,567.0,214.99,143.72,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
796,502,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8371,,518.0,564.0,687.0,565.0,214.9,143.68,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
797,503,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8388,,518.0,564.0,697.0,565.0,214.81,143.77,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
798,504,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8404,,,,712.0,571.0,214.74,143.69,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
799,505,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8421,,,,702.0,565.0,214.63,143.77,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
800,506,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8438,,,,699.0,570.0,214.56,143.73,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
801,507,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8454,,,,692.0,560.0,214.5,143.76,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
802,508,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8471,,,,705.0,565.0,214.44,143.63,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
803,509,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8488,,,,691.0,573.0,214.23,143.62,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
804,510,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8504,,,,567.0,604.0,213.75,143.51,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
805,511,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8521,,,,433.0,625.0,213.3,143.51,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
806,512,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8537,,,,443.0,630.0,213.28,143.17,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
807,513,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8554,,,,463.0,625.0,213.21,143.08,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
808,514,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8571,,295.0,628.0,460.0,629.0,213.16,143.06,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
809,515,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8587,,295.0,628.0,464.0,628.0,213.15,142.86,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
810,516,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8604,,295.0,628.0,469.0,625.0,213.09,142.89,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
811,517,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8621,,295.0,628.0,460.0,626.0,213.06,142.87,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
812,518,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8637,,295.0,628.0,463.0,627.0,213.04,142.75,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
813,519,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8654,,295.0,628.0,468.0,629.0,213.0,142.75,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
814,520,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8671,,295.0,628.0,471.0,620.0,212.98,142.65,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
815,521,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8687,,295.0,628.0,473.0,627.0,212.97,142.75,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
816,522,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8704,,295.0,628.0,472.0,636.0,212.97,142.73,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
817,523,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8721,,295.0,628.0,455.0,621.0,212.97,142.72,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
818,524,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8737,,295.0,628.0,466.0,629.0,212.97,142.67,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
819,525,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8754,,295.0,628.0,468.0,626.0,212.98,142.63,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
820,526,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8771,,295.0,628.0,462.0,634.0,213.0,142.59,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
821,527,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8787,,,,468.0,620.0,213.0,142.45,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
822,528,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8804,,,,503.0,635.0,213.41,142.25,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
823,529,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8821,,,,673.0,695.0,214.34,142.11,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
824,530,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8837,,,,858.0,740.0,215.18,141.87,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
825,531,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8854,,,,1003.0,801.0,215.76,141.83,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
826,532,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8871,,,,1012.0,821.0,215.88,141.83,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
827,533,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8887,,,,992.0,809.0,215.85,141.77,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
828,534,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8904,,,,977.0,808.0,215.8,141.8,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
829,535,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8921,,,,976.0,803.0,215.83,141.75,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
830,536,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8937,,,,974.0,804.0,215.82,141.78,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
831,537,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8954,,,,973.0,789.0,215.83,141.77,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
832,538,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8971,,,,972.0,798.0,215.89,141.58,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
833,539,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8987,,,,969.0,798.0,215.85,141.81,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
834,540,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9004,,,,976.0,802.0,215.85,141.85,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
835,541,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9021,,,,946.0,798.0,215.61,142.24,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
836,542,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9037,,,,794.0,671.0,214.96,142.56,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
837,543,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9054,,,,616.0,538.0,213.98,143.68,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
838,544,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9070,,,,408.0,450.0,213.32,143.82,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
839,545,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9087,,,,312.0,431.0,212.91,143.91,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
840,546,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9104,,,,332.0,437.0,212.86,143.9,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
841,547,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9120,,,,339.0,454.0,212.8,144.01,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
842,548,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9137,,179.0,457.0,345.0,455.0,212.74,143.93,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
843,549,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9154,,179.0,457.0,346.0,453.0,212.71,144.1,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
844,550,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9170,,179.0,457.0,349.0,458.0,212.71,143.91,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
845,551,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9187,,179.0,457.0,353.0,455.0,212.68,143.89,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
846,552,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9204,,179.0,457.0,343.0,457.0,212.67,144.01,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
847,553,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9220,,179.0,457.0,360.0,461.0,212.68,143.86,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
848,554,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9237,,179.0,457.0,354.0,455.0,212.7,143.61,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
849,555,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9254,,,,309.0,514.0,212.69,143.64,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
850,556,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9270,,,,322.0,547.0,,,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
851,557,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9287,,160.0,536.0,325.0,536.0,212.67,143.25,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
852,558,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9304,,160.0,536.0,332.0,540.0,212.64,143.39,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
853,559,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9320,,160.0,536.0,328.0,533.0,212.68,143.32,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
854,560,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9337,,160.0,536.0,340.0,540.0,212.69,143.31,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
855,561,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9353,,160.0,536.0,336.0,531.0,212.7,143.38,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
856,562,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9370,,160.0,536.0,329.0,544.0,212.71,143.39,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
857,563,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9387,,160.0,536.0,340.0,530.0,212.75,143.35,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
858,564,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9403,,160.0,536.0,326.0,536.0,212.82,143.25,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
859,565,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9420,,160.0,536.0,321.0,536.0,212.86,143.25,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
860,566,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9437,,,,385.0,482.0,213.16,143.61,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
861,567,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9453,,,,433.0,402.0,213.45,143.85,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
862,568,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9470,,,,451.0,346.0,213.51,143.77,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
863,569,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9487,,,,448.0,339.0,213.47,143.8,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
864,570,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9503,,,,432.0,356.0,213.47,143.82,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
865,571,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9520,,262.0,363.0,436.0,360.0,213.49,143.92,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
866,572,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9537,,262.0,363.0,426.0,367.0,213.49,143.91,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
867,573,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9553,,262.0,363.0,440.0,367.0,213.46,143.91,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
868,574,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9570,,262.0,363.0,428.0,360.0,213.45,143.94,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
869,575,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9587,,262.0,363.0,434.0,365.0,213.44,143.96,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
870,576,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9603,,262.0,363.0,436.0,357.0,213.43,144.0,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
871,577,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9620,,262.0,363.0,433.0,370.0,213.42,144.14,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
872,578,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9637,,262.0,363.0,426.0,358.0,213.46,144.1,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
873,579,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9653,,262.0,363.0,438.0,365.0,213.42,144.14,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
874,580,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9670,,262.0,363.0,429.0,364.0,213.37,144.38,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
875,581,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9687,,262.0,363.0,431.0,359.0,213.35,144.33,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
876,582,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9703,,262.0,363.0,431.0,365.0,213.35,144.33,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
877,583,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9720,,,,471.0,322.0,213.79,144.58,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
878,584,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9737,,,,614.0,154.0,214.27,145.5,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
879,585,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9753,,,,689.0,-12.0,214.46,145.64,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
880,586,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9770,,,,691.0,-5.0,214.42,145.62,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
881,587,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9787,,,,670.0,0.0,214.37,145.8,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
882,588,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9803,,,,668.0,15.0,214.33,145.75,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
883,589,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9820,,,,659.0,40.0,214.3,145.66,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
884,590,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9837,,,,619.0,24.0,214.26,145.99,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
885,591,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9853,,,,632.0,28.0,214.25,145.96,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
886,592,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9870,,458.0,28.0,626.0,24.0,214.25,146.01,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
887,593,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9887,,458.0,28.0,630.0,29.0,214.27,146.04,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
888,594,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9903,,458.0,28.0,630.0,31.0,214.32,146.16,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
889,595,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9920,,458.0,28.0,629.0,27.0,214.38,146.12,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
890,596,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9937,,458.0,28.0,630.0,32.0,214.45,146.24,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
891,597,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9953,,458.0,28.0,626.0,32.0,214.53,146.2,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
892,598,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9970,,458.0,28.0,630.0,23.0,214.61,146.25,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
893,599,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,9987,,,,608.0,14.0,214.64,146.19,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
894,600,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10003,,,,638.0,-4.0,214.6,146.34,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
895,601,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10020,,,,671.0,-91.0,214.71,146.37,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
896,602,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10037,,,,670.0,-38.0,214.81,145.93,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
897,603,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10053,,,,659.0,-38.0,214.81,145.91,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
898,604,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10070,,,,662.0,-44.0,214.8,145.85,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
899,605,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10087,,,,655.0,-45.0,214.77,145.81,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
900,606,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10103,,,,651.0,-33.0,214.75,145.77,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
901,607,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10120,,,,649.0,-40.0,214.74,145.6,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
902,608,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10137,,,,651.0,-33.0,214.7,145.53,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
903,613,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10219,,,,659.0,32.0,215.14,145.23,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
904,614,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10236,,,,616.0,26.0,215.05,145.1,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
905,615,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10253,,,,712.0,38.0,215.02,145.11,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
906,616,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10269,,,,660.0,25.0,215.03,144.96,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
907,617,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10286,,,,662.0,25.0,215.0,144.95,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
908,618,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10303,,,,605.0,17.0,215.01,144.97,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
909,619,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10319,,,,613.0,11.0,215.01,145.03,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
910,620,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10336,,,,633.0,25.0,215.03,145.03,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
911,621,MAP Protocol,VS_B,ADMI_493_P1,Social Array 3  3 to 3.bmp,171.0,0.0,10353,,,,841.0,39.0,215.83,143.08,,MAP Protocol_VS_B_ADMI_493_P1_VSB.tsv
