,index,StudioProjectName,StudioTestName,ParticipantName,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),RecordingTimestamp,StudioEventData,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),Unnamed: 14,participant_identifier
304,567,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9434,,953.0,255.0,1120.0,258.0,229.73,215.27,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
305,568,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9450,,953.0,255.0,1122.0,256.0,229.72,215.28,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
306,569,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9467,,953.0,255.0,1126.0,257.0,229.73,215.27,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
307,570,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9484,,953.0,255.0,1125.0,256.0,229.73,215.27,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
308,571,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9500,,953.0,255.0,1125.0,255.0,229.73,215.26,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
309,572,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9517,,953.0,255.0,1124.0,263.0,229.73,215.24,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
310,573,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9534,,,,1119.0,345.0,229.73,214.96,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
311,574,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9550,,,,1104.0,509.0,229.71,214.35,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
312,575,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9567,,,,1109.0,602.0,229.71,214.03,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
313,576,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9584,,,,1106.0,582.0,229.67,214.01,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
314,577,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9600,,,,1108.0,607.0,229.67,214.02,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
315,578,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9617,,938.0,600.0,1104.0,598.0,229.67,214.01,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
316,579,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9634,,938.0,600.0,1104.0,595.0,229.67,214.01,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
317,580,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9650,,938.0,600.0,1110.0,603.0,229.66,214.01,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
318,581,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9667,,938.0,600.0,1112.0,603.0,229.63,214.02,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
319,582,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9684,,938.0,600.0,1112.0,594.0,229.61,213.97,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
320,583,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9700,,938.0,600.0,1114.0,609.0,229.59,213.97,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
321,584,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9717,,938.0,600.0,1110.0,600.0,229.56,213.98,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
322,585,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9734,,938.0,600.0,1108.0,595.0,229.55,213.91,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
323,586,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9750,,938.0,600.0,1105.0,595.0,229.53,213.89,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
324,587,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9767,,938.0,600.0,1114.0,610.0,229.5,213.94,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
325,588,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9784,,938.0,600.0,1110.0,597.0,229.48,213.96,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
326,589,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9800,,938.0,600.0,1102.0,599.0,229.43,213.86,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
327,590,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9817,,,,1079.0,612.0,229.37,213.77,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
328,591,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9834,,917.0,610.0,1091.0,608.0,229.38,213.76,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
329,592,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9850,,917.0,610.0,1086.0,613.0,229.38,213.75,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
330,593,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9867,,917.0,610.0,1089.0,610.0,229.39,213.72,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
331,594,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9884,,917.0,610.0,1088.0,606.0,229.39,213.72,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
332,595,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9900,,917.0,610.0,1088.0,603.0,229.38,213.72,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
333,596,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9917,,917.0,610.0,1084.0,608.0,229.37,213.71,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
334,597,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9933,,917.0,610.0,1088.0,610.0,229.36,213.7,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
335,598,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9950,,917.0,610.0,1090.0,620.0,229.33,213.71,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
336,599,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9967,,917.0,610.0,1094.0,615.0,229.3,213.75,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
337,600,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,9983,,917.0,610.0,1082.0,602.0,229.27,213.7,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
338,601,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10000,,917.0,610.0,1084.0,607.0,229.21,213.72,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
339,602,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10017,,,,1001.0,520.0,228.94,214.03,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
340,603,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10033,,,,957.0,494.0,228.72,214.28,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
341,604,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10050,,,,975.0,506.0,228.69,214.28,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
342,605,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10067,,,,961.0,501.0,228.63,214.28,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
343,606,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10083,,797.0,497.0,967.0,501.0,228.6,214.18,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
344,607,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10100,,797.0,497.0,963.0,499.0,228.58,214.18,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
345,608,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10117,,797.0,497.0,961.0,496.0,228.55,214.24,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
346,609,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10133,,797.0,497.0,972.0,502.0,228.52,214.29,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
347,610,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10150,,797.0,497.0,975.0,505.0,228.51,214.32,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
348,611,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10167,,797.0,497.0,970.0,502.0,228.49,214.42,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
349,612,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10183,,797.0,497.0,966.0,501.0,228.49,214.51,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
350,613,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10200,,797.0,497.0,970.0,496.0,228.48,214.59,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
351,614,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10217,,797.0,497.0,964.0,487.0,228.48,214.6,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
352,615,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10233,,797.0,497.0,969.0,493.0,228.49,214.59,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
353,616,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10250,,797.0,497.0,970.0,494.0,228.5,214.54,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
354,617,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10267,,797.0,497.0,965.0,490.0,228.53,214.53,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
355,618,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10283,,,,927.0,531.0,228.43,214.36,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
356,619,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10300,,,,941.0,543.0,228.42,214.35,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
357,620,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10317,,767.0,535.0,937.0,533.0,228.44,214.35,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
358,621,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10333,,767.0,535.0,934.0,535.0,228.43,214.32,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
359,622,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10350,,767.0,535.0,939.0,537.0,228.4,214.36,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
360,623,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10367,,767.0,535.0,935.0,536.0,228.36,214.37,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
361,624,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10383,,767.0,535.0,938.0,536.0,228.32,214.32,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
362,625,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10400,,767.0,535.0,935.0,538.0,228.29,214.36,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
363,626,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10416,,767.0,535.0,934.0,528.0,228.26,214.35,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
364,627,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10433,,767.0,535.0,942.0,537.0,228.23,214.37,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
365,628,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10450,,767.0,535.0,942.0,536.0,228.19,214.45,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
366,629,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10466,,767.0,535.0,941.0,535.0,228.17,214.5,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
367,630,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10483,,767.0,535.0,937.0,532.0,228.17,214.57,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
368,631,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10500,,767.0,535.0,942.0,533.0,228.17,214.59,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
369,632,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10516,,767.0,535.0,942.0,531.0,228.17,214.59,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
370,633,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10533,,,,939.0,562.0,228.22,214.45,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
371,634,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10550,,,,958.0,689.0,228.33,214.11,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
372,635,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10566,,,,949.0,666.0,228.31,214.07,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
373,636,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10583,,,,948.0,659.0,228.29,213.98,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
374,637,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10600,,,,950.0,680.0,228.29,213.96,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
375,638,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10616,,784.0,674.0,949.0,671.0,228.28,213.94,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
376,639,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10633,,784.0,674.0,953.0,676.0,228.28,213.93,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
377,640,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10650,,784.0,674.0,955.0,678.0,228.28,213.93,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
378,641,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10666,,784.0,674.0,956.0,676.0,228.27,213.93,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
379,642,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10683,,784.0,674.0,954.0,669.0,228.27,213.95,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
380,643,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10700,,784.0,674.0,953.0,668.0,228.24,214.01,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
381,644,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10716,,784.0,674.0,952.0,678.0,228.21,214.05,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
382,645,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10733,,784.0,674.0,954.0,675.0,228.2,214.08,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
383,646,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10749,,784.0,674.0,956.0,675.0,228.18,214.09,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
384,647,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10766,,784.0,674.0,953.0,671.0,228.17,214.14,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
385,648,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10783,,784.0,674.0,960.0,679.0,228.18,214.15,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
386,649,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10799,,,,927.0,649.0,228.11,214.23,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
387,650,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10816,,,,815.0,529.0,227.75,214.74,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
388,651,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10833,,,,758.0,409.0,227.56,215.45,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
389,652,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10849,,,,718.0,327.0,227.45,215.97,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
390,653,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10866,,,,689.0,265.0,227.41,216.15,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
391,654,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10883,,,,693.0,237.0,227.47,216.13,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
392,655,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10899,,,,685.0,223.0,227.51,216.18,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
393,656,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10916,,525.0,219.0,695.0,226.0,227.48,216.14,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
394,657,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10933,,525.0,219.0,694.0,225.0,227.5,216.19,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
395,658,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10949,,525.0,219.0,700.0,225.0,227.52,216.2,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
396,659,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10966,,525.0,219.0,699.0,216.0,227.54,216.16,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
397,660,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10983,,525.0,219.0,696.0,217.0,227.54,216.18,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
398,661,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,10999,,525.0,219.0,694.0,215.0,227.51,216.21,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
399,662,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11016,,525.0,219.0,694.0,218.0,227.49,216.23,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
400,663,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11033,,525.0,219.0,699.0,214.0,227.46,216.18,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
401,664,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11049,,525.0,219.0,694.0,217.0,227.45,216.17,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
402,665,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11066,,,,716.0,212.0,227.49,216.26,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
403,666,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11083,,540.0,208.0,712.0,205.0,227.48,216.26,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
404,667,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11099,,540.0,208.0,706.0,214.0,227.44,216.28,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
405,668,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11116,,540.0,208.0,714.0,212.0,227.42,216.28,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
406,669,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11133,,540.0,208.0,710.0,213.0,227.4,216.3,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
407,670,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11149,,540.0,208.0,713.0,202.0,227.38,216.27,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
408,671,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11166,,540.0,208.0,713.0,214.0,227.36,216.25,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
409,672,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11183,,540.0,208.0,707.0,201.0,227.35,216.23,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
410,673,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11199,,540.0,208.0,712.0,207.0,227.34,216.14,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
411,674,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11216,,540.0,208.0,709.0,204.0,227.32,216.09,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
412,675,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11232,,540.0,208.0,709.0,207.0,227.31,216.07,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
413,676,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11249,,540.0,208.0,709.0,202.0,227.3,216.01,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
414,677,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11266,,,,753.0,186.0,227.46,215.95,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
415,678,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11282,,,,778.0,171.0,227.69,216.15,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
416,679,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11299,,,,794.0,130.0,227.76,216.22,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
417,680,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11316,,,,795.0,116.0,227.73,216.21,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
418,681,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11332,,,,791.0,97.0,227.71,216.23,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
419,682,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11349,,,,796.0,112.0,227.69,216.21,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
420,683,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11366,,,,795.0,89.0,227.66,216.19,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
421,684,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11382,,,,794.0,93.0,227.65,216.19,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
422,685,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11399,,,,801.0,127.0,227.64,216.18,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
423,686,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11416,,,,792.0,93.0,227.64,216.2,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
424,687,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11432,,,,808.0,124.0,227.65,216.11,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
425,688,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11449,,,,806.0,127.0,227.66,216.08,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
426,689,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11466,,,,796.0,109.0,227.67,216.07,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
427,690,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11482,,625.0,98.0,799.0,110.0,227.68,216.05,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
428,691,MAP Protocol,VS_B,ADMI_560_F1,Social Array 3  3 to 3.bmp,171.0,0.0,11499,,625.0,98.0,790.0,73.0,227.68,216.01,,MAP Protocol_VS_B_ADMI_560_F1_VSB.tsv
